"st_id","timest","correct","subject"
"101432","2021-10-31 09:25:07.000",1,"Theory of probability"
"101432","2021-10-31 10:18:11.000",1,"Theory of probability"
"101432","2021-10-31 10:27:17.000",0,"Theory of probability"
"101432","2021-10-31 10:50:56.000",0,"Theory of probability"
"101432","2021-10-31 12:09:55.000",0,"Theory of probability"
"101432","2021-10-31 12:42:18.000",1,"Theory of probability"
"104885","2021-10-30 16:51:48.000",0,"Python"
"104885","2021-10-30 17:19:34.000",1,"Python"
"104885","2021-10-30 18:48:04.000",1,"Python"
"104885","2021-10-30 20:24:27.000",1,"Python"
"104885","2021-10-30 20:47:16.000",1,"Statistics"
"104885","2021-10-31 01:23:31.000",1,"Statistics"
"104885","2021-10-31 01:29:21.000",0,"Python"
"104885","2021-10-31 02:02:53.000",1,"Statistics"
"104885","2021-10-31 02:53:39.000",0,"Statistics"
"104885","2021-10-31 12:26:12.000",0,"Python"
"104966","2021-10-30 14:43:43.000",0,"Vizualization"
"104966","2021-10-30 14:51:50.000",1,"Vizualization"
"104966","2021-10-30 15:08:34.000",1,"Vizualization"
"104966","2021-10-30 15:15:07.000",0,"Vizualization"
"104966","2021-10-30 15:36:22.000",0,"Vizualization"
"104966","2021-10-30 15:58:00.000",0,"Vizualization"
"104966","2021-10-30 16:55:56.000",1,"Vizualization"
"104966","2021-10-30 17:05:33.000",1,"Statistics"
"104966","2021-10-30 17:15:56.000",0,"Vizualization"
"104966","2021-10-30 17:51:43.000",1,"Theory of probability"
"104966","2021-10-30 18:41:57.000",1,"Statistics"
"104966","2021-10-30 20:23:31.000",0,"Statistics"
"104966","2021-10-30 21:28:53.000",1,"Statistics"
"104966","2021-10-30 22:08:51.000",0,"Vizualization"
"104966","2021-10-30 22:24:57.000",0,"Statistics"
"104966","2021-10-30 22:31:18.000",0,"Theory of probability"
"104966","2021-10-30 23:01:13.000",1,"Vizualization"
"104966","2021-10-30 23:16:16.000",1,"Statistics"
"104966","2021-10-30 23:23:24.000",1,"Vizualization"
"104966","2021-10-30 23:35:43.000",0,"Vizualization"
"104966","2021-10-30 23:36:31.000",0,"Vizualization"
"104966","2021-10-30 23:45:43.000",1,"Vizualization"
"104966","2021-10-31 00:04:05.000",0,"Theory of probability"
"104966","2021-10-31 01:15:02.000",1,"Theory of probability"
"104966","2021-10-31 01:28:00.000",1,"Theory of probability"
"104966","2021-10-31 02:01:30.000",0,"Statistics"
"104966","2021-10-31 02:02:49.000",1,"Theory of probability"
"104966","2021-10-31 02:41:37.000",0,"Vizualization"
"104966","2021-10-31 03:12:18.000",1,"Vizualization"
"104966","2021-10-31 03:39:55.000",1,"Vizualization"
"104966","2021-10-31 03:56:03.000",1,"Vizualization"
"104966","2021-10-31 04:12:11.000",0,"Statistics"
"104966","2021-10-31 05:18:48.000",1,"Vizualization"
"104966","2021-10-31 05:21:07.000",1,"Vizualization"
"104966","2021-10-31 05:23:52.000",1,"Vizualization"
"104966","2021-10-31 05:27:39.000",0,"Vizualization"
"104966","2021-10-31 05:32:09.000",0,"Theory of probability"
"104966","2021-10-31 06:00:01.000",1,"Vizualization"
"104966","2021-10-31 06:06:54.000",1,"Theory of probability"
"104966","2021-10-31 07:27:51.000",0,"Theory of probability"
"104966","2021-10-31 07:50:06.000",1,"Statistics"
"104966","2021-10-31 08:00:35.000",0,"Statistics"
"104966","2021-10-31 08:14:43.000",1,"Vizualization"
"104966","2021-10-31 08:16:35.000",0,"Statistics"
"104966","2021-10-31 08:27:59.000",1,"Vizualization"
"104966","2021-10-31 08:59:43.000",0,"Vizualization"
"104966","2021-10-31 12:18:00.000",1,"Theory of probability"
"106464","2021-10-30 13:16:47.000",0,"Math"
"106464","2021-10-30 13:18:14.000",0,"Math"
"106464","2021-10-30 14:34:07.000",0,"Python"
"106464","2021-10-30 14:54:28.000",0,"Python"
"106464","2021-10-30 15:19:30.000",1,"Python"
"106464","2021-10-30 15:25:09.000",1,"Math"
"106464","2021-10-30 15:56:03.000",0,"Python"
"106464","2021-10-30 16:02:59.000",0,"Math"
"106464","2021-10-30 16:38:01.000",1,"Math"
"106464","2021-10-30 16:50:55.000",1,"Python"
"106464","2021-10-30 17:27:55.000",0,"Python"
"106464","2021-10-30 18:30:49.000",0,"Math"
"106464","2021-10-30 19:14:54.000",1,"Python"
"106464","2021-10-30 20:40:24.000",1,"Python"
"106464","2021-10-30 20:54:00.000",1,"Python"
"106464","2021-10-30 21:03:05.000",1,"Math"
"106464","2021-10-30 21:11:22.000",0,"Python"
"106464","2021-10-30 21:14:59.000",1,"Math"
"106464","2021-10-30 21:20:20.000",1,"Python"
"106464","2021-10-30 21:29:38.000",1,"Math"
"106464","2021-10-30 21:58:06.000",0,"Python"
"106464","2021-10-30 22:22:37.000",0,"Math"
"106464","2021-10-30 22:34:36.000",1,"Python"
"106464","2021-10-30 23:48:31.000",1,"Math"
"106464","2021-10-30 23:49:49.000",1,"Math"
"106464","2021-10-30 23:58:23.000",0,"Math"
"106464","2021-10-31 00:50:47.000",1,"Python"
"106464","2021-10-31 01:08:09.000",0,"Python"
"106464","2021-10-31 02:06:34.000",0,"Math"
"106464","2021-10-31 02:49:25.000",1,"Python"
"106464","2021-10-31 03:09:43.000",1,"Python"
"106464","2021-10-31 03:36:41.000",0,"Math"
"106464","2021-10-31 04:05:38.000",0,"Python"
"106464","2021-10-31 05:02:57.000",0,"Python"
"106464","2021-10-31 05:16:16.000",0,"Python"
"106464","2021-10-31 05:38:47.000",0,"Python"
"106464","2021-10-31 05:57:18.000",1,"Python"
"106464","2021-10-31 06:01:12.000",1,"Python"
"106464","2021-10-31 07:01:51.000",1,"Math"
"106464","2021-10-31 07:30:27.000",1,"Python"
"106464","2021-10-31 07:32:29.000",1,"Math"
"106464","2021-10-31 07:44:42.000",0,"Python"
"106464","2021-10-31 08:05:26.000",1,"Math"
"106464","2021-10-31 09:10:50.000",1,"Math"
"106464","2021-10-31 09:18:56.000",0,"Math"
"106464","2021-10-31 09:41:55.000",0,"Math"
"106464","2021-10-31 09:46:46.000",1,"Math"
"106464","2021-10-31 10:15:23.000",1,"Math"
"106464","2021-10-31 10:48:06.000",0,"Math"
"106464","2021-10-31 10:51:15.000",1,"Math"
"106464","2021-10-31 10:54:18.000",1,"Python"
"106464","2021-10-31 11:45:50.000",0,"Math"
"106464","2021-10-31 11:52:08.000",1,"Math"
"106464","2021-10-31 12:08:23.000",0,"Math"
"106464","2021-10-31 12:44:28.000",1,"Math"
"106464","2021-10-31 12:59:55.000",0,"Math"
"111336","2021-10-30 13:32:53.000",1,"Statistics"
"111336","2021-10-30 13:44:34.000",0,"Math"
"111336","2021-10-30 14:27:09.000",1,"Statistics"
"111336","2021-10-30 14:31:17.000",0,"Math"
"111336","2021-10-30 14:43:25.000",1,"Math"
"111336","2021-10-30 14:59:51.000",1,"Math"
"111336","2021-10-30 15:18:47.000",1,"Math"
"111336","2021-10-30 16:16:09.000",0,"Math"
"111336","2021-10-30 16:18:43.000",1,"Statistics"
"111336","2021-10-30 17:09:57.000",1,"Statistics"
"111336","2021-10-30 18:07:00.000",1,"Math"
"111336","2021-10-30 18:10:23.000",1,"Math"
"111336","2021-10-30 18:13:21.000",0,"Math"
"111336","2021-10-30 19:06:59.000",1,"Statistics"
"111336","2021-10-30 20:20:36.000",0,"Statistics"
"111336","2021-10-30 22:20:13.000",0,"Math"
"111336","2021-10-30 22:22:04.000",0,"Math"
"111336","2021-10-30 22:50:06.000",1,"Statistics"
"111336","2021-10-31 00:25:35.000",1,"Math"
"111336","2021-10-31 00:32:22.000",1,"Math"
"111336","2021-10-31 01:00:43.000",0,"Math"
"111336","2021-10-31 01:36:42.000",0,"Math"
"111336","2021-10-31 02:28:32.000",1,"Math"
"111336","2021-10-31 02:39:30.000",0,"Math"
"111336","2021-10-31 03:12:44.000",0,"Math"
"111336","2021-10-31 03:27:36.000",1,"Statistics"
"111336","2021-10-31 03:45:33.000",0,"Math"
"111336","2021-10-31 04:05:40.000",0,"Math"
"111336","2021-10-31 05:11:22.000",0,"Math"
"111336","2021-10-31 05:18:34.000",0,"Math"
"111336","2021-10-31 05:48:13.000",1,"Statistics"
"111336","2021-10-31 06:17:11.000",0,"Math"
"111336","2021-10-31 08:11:42.000",1,"Math"
"111336","2021-10-31 09:10:06.000",1,"Statistics"
"111336","2021-10-31 12:29:25.000",1,"Math"
"114606","2021-10-30 17:09:57.000",1,"Python"
"114606","2021-10-31 00:26:11.000",0,"Python"
"114606","2021-10-31 00:32:42.000",1,"Python"
"114606","2021-10-31 07:12:29.000",0,"Python"
"114606","2021-10-31 09:59:43.000",1,"Python"
"114606","2021-10-31 10:47:19.000",0,"Python"
"11503","2021-10-30 15:34:49.000",1,"Python"
"11503","2021-10-30 17:19:24.000",1,"Python"
"11503","2021-10-30 18:14:49.000",0,"Python"
"11503","2021-10-30 18:28:22.000",0,"Python"
"11503","2021-10-30 19:14:45.000",0,"Python"
"11503","2021-10-30 22:47:13.000",1,"Python"
"11503","2021-10-31 00:34:55.000",1,"Python"
"11503","2021-10-31 02:06:55.000",0,"Python"
"11503","2021-10-31 03:07:21.000",0,"Python"
"11503","2021-10-31 04:14:27.000",1,"Python"
"11503","2021-10-31 05:49:38.000",0,"Python"
"11503","2021-10-31 12:07:09.000",0,"Python"
"11503","2021-10-31 12:38:10.000",1,"Python"
"11503","2021-10-31 12:56:41.000",1,"Python"
"126555","2021-10-30 13:52:42.000",1,"Statistics"
"126555","2021-10-30 14:35:56.000",0,"Statistics"
"126555","2021-10-30 15:12:01.000",0,"Statistics"
"126555","2021-10-30 15:53:07.000",0,"Statistics"
"126555","2021-10-30 16:16:55.000",0,"Statistics"
"126555","2021-10-30 17:34:08.000",0,"Statistics"
"126555","2021-10-30 17:59:16.000",1,"Statistics"
"126555","2021-10-30 18:13:56.000",0,"Statistics"
"126555","2021-10-30 18:37:52.000",0,"Statistics"
"126555","2021-10-30 20:07:59.000",1,"Statistics"
"126555","2021-10-30 20:29:43.000",1,"Statistics"
"126555","2021-10-30 21:39:35.000",0,"Statistics"
"126555","2021-10-31 01:11:27.000",0,"Statistics"
"126555","2021-10-31 02:48:51.000",0,"Statistics"
"126555","2021-10-31 03:25:34.000",1,"Statistics"
"126555","2021-10-31 03:33:53.000",0,"Statistics"
"126555","2021-10-31 03:42:51.000",0,"Statistics"
"126555","2021-10-31 04:58:33.000",1,"Statistics"
"126555","2021-10-31 04:59:25.000",1,"Statistics"
"126555","2021-10-31 05:15:07.000",1,"Statistics"
"126555","2021-10-31 05:19:21.000",0,"Statistics"
"126555","2021-10-31 06:00:09.000",1,"Statistics"
"126555","2021-10-31 06:30:27.000",0,"Statistics"
"126555","2021-10-31 06:38:39.000",1,"Statistics"
"126555","2021-10-31 06:55:16.000",0,"Statistics"
"126555","2021-10-31 07:39:50.000",0,"Statistics"
"126555","2021-10-31 09:00:14.000",0,"Statistics"
"126555","2021-10-31 10:38:47.000",0,"Statistics"
"126555","2021-10-31 11:14:08.000",0,"Statistics"
"126555","2021-10-31 11:17:09.000",1,"Statistics"
"126555","2021-10-31 11:29:33.000",0,"Statistics"
"126555","2021-10-31 12:00:37.000",1,"Statistics"
"126555","2021-10-31 12:26:51.000",0,"Statistics"
"12803","2021-10-30 13:12:47.000",1,"Vizualization"
"12803","2021-10-30 13:20:46.000",0,"Theory of probability"
"12803","2021-10-30 14:00:47.000",0,"Vizualization"
"12803","2021-10-30 14:17:48.000",1,"Python"
"12803","2021-10-30 14:30:44.000",0,"Python"
"12803","2021-10-30 14:34:49.000",1,"Vizualization"
"12803","2021-10-30 14:43:50.000",1,"Vizualization"
"12803","2021-10-30 14:54:14.000",0,"Vizualization"
"12803","2021-10-30 14:54:26.000",1,"Vizualization"
"12803","2021-10-30 15:24:59.000",0,"Python"
"12803","2021-10-30 15:40:59.000",0,"Theory of probability"
"12803","2021-10-30 15:59:11.000",1,"Vizualization"
"12803","2021-10-30 16:13:44.000",1,"Theory of probability"
"12803","2021-10-30 16:36:35.000",1,"Vizualization"
"12803","2021-10-30 16:41:41.000",1,"Vizualization"
"12803","2021-10-30 16:49:58.000",1,"Theory of probability"
"12803","2021-10-30 16:54:16.000",0,"Python"
"12803","2021-10-30 17:01:42.000",0,"Vizualization"
"12803","2021-10-30 17:09:56.000",1,"Vizualization"
"12803","2021-10-30 17:13:29.000",1,"Python"
"12803","2021-10-30 17:14:45.000",1,"Vizualization"
"12803","2021-10-30 17:25:07.000",1,"Theory of probability"
"12803","2021-10-30 17:29:03.000",0,"Vizualization"
"12803","2021-10-30 17:29:26.000",1,"Vizualization"
"12803","2021-10-30 17:38:24.000",1,"Vizualization"
"12803","2021-10-30 18:24:23.000",1,"Python"
"12803","2021-10-30 18:30:24.000",1,"Theory of probability"
"12803","2021-10-30 18:47:49.000",0,"Vizualization"
"12803","2021-10-30 19:18:21.000",1,"Python"
"12803","2021-10-30 19:34:09.000",0,"Vizualization"
"12803","2021-10-30 19:36:21.000",0,"Vizualization"
"12803","2021-10-30 19:39:01.000",1,"Vizualization"
"12803","2021-10-30 19:47:13.000",1,"Vizualization"
"12803","2021-10-30 20:10:59.000",0,"Python"
"12803","2021-10-30 20:35:40.000",1,"Theory of probability"
"12803","2021-10-30 20:42:57.000",1,"Vizualization"
"12803","2021-10-30 20:51:28.000",0,"Vizualization"
"12803","2021-10-30 21:13:38.000",1,"Vizualization"
"12803","2021-10-30 21:14:26.000",1,"Theory of probability"
"12803","2021-10-30 21:31:19.000",1,"Python"
"12803","2021-10-30 21:47:05.000",0,"Python"
"12803","2021-10-30 21:49:54.000",1,"Theory of probability"
"12803","2021-10-30 21:53:27.000",1,"Vizualization"
"12803","2021-10-30 21:57:17.000",1,"Theory of probability"
"12803","2021-10-30 22:18:44.000",1,"Vizualization"
"12803","2021-10-30 22:44:03.000",1,"Python"
"12803","2021-10-30 22:48:33.000",0,"Theory of probability"
"12803","2021-10-30 22:51:29.000",1,"Vizualization"
"12803","2021-10-30 23:04:43.000",0,"Theory of probability"
"12803","2021-10-30 23:08:58.000",0,"Vizualization"
"12803","2021-10-30 23:28:47.000",0,"Vizualization"
"12803","2021-10-31 00:02:03.000",1,"Vizualization"
"12803","2021-10-31 00:02:07.000",0,"Vizualization"
"12803","2021-10-31 00:05:38.000",1,"Vizualization"
"12803","2021-10-31 01:05:25.000",0,"Theory of probability"
"12803","2021-10-31 01:33:25.000",1,"Python"
"12803","2021-10-31 02:02:02.000",1,"Python"
"12803","2021-10-31 02:02:24.000",0,"Python"
"12803","2021-10-31 02:25:13.000",1,"Theory of probability"
"12803","2021-10-31 02:42:58.000",1,"Theory of probability"
"12803","2021-10-31 02:45:22.000",1,"Vizualization"
"12803","2021-10-31 03:03:13.000",1,"Python"
"12803","2021-10-31 03:34:41.000",1,"Vizualization"
"12803","2021-10-31 03:54:31.000",0,"Vizualization"
"12803","2021-10-31 04:09:19.000",1,"Python"
"12803","2021-10-31 04:20:57.000",1,"Vizualization"
"12803","2021-10-31 04:22:29.000",1,"Python"
"12803","2021-10-31 04:36:49.000",1,"Vizualization"
"12803","2021-10-31 05:17:20.000",0,"Theory of probability"
"12803","2021-10-31 05:26:16.000",0,"Python"
"12803","2021-10-31 05:31:29.000",0,"Vizualization"
"12803","2021-10-31 05:50:11.000",1,"Python"
"12803","2021-10-31 05:53:31.000",1,"Vizualization"
"12803","2021-10-31 06:21:02.000",0,"Vizualization"
"12803","2021-10-31 06:41:36.000",0,"Vizualization"
"12803","2021-10-31 06:41:58.000",1,"Vizualization"
"12803","2021-10-31 06:50:08.000",1,"Python"
"12803","2021-10-31 06:57:04.000",1,"Vizualization"
"12803","2021-10-31 07:47:27.000",1,"Python"
"12803","2021-10-31 07:51:49.000",1,"Theory of probability"
"12803","2021-10-31 08:01:28.000",1,"Vizualization"
"12803","2021-10-31 08:18:27.000",0,"Vizualization"
"12803","2021-10-31 09:13:19.000",1,"Vizualization"
"12803","2021-10-31 09:21:44.000",0,"Python"
"12803","2021-10-31 09:56:33.000",1,"Python"
"12803","2021-10-31 10:17:36.000",1,"Python"
"12803","2021-10-31 10:35:14.000",1,"Vizualization"
"12803","2021-10-31 10:43:57.000",1,"Python"
"12803","2021-10-31 10:57:33.000",1,"Vizualization"
"12803","2021-10-31 11:15:06.000",0,"Vizualization"
"12803","2021-10-31 11:18:12.000",0,"Python"
"12803","2021-10-31 11:18:32.000",0,"Theory of probability"
"12803","2021-10-31 11:24:20.000",1,"Theory of probability"
"12803","2021-10-31 11:43:04.000",1,"Vizualization"
"12803","2021-10-31 11:57:26.000",0,"Python"
"12803","2021-10-31 12:06:38.000",0,"Python"
"12803","2021-10-31 12:17:44.000",1,"Python"
"12803","2021-10-31 12:19:06.000",0,"Vizualization"
"128371","2021-10-30 13:30:33.000",1,"Math"
"128371","2021-10-30 13:47:37.000",1,"Math"
"128371","2021-10-30 16:28:18.000",1,"Math"
"128371","2021-10-30 17:54:29.000",0,"Math"
"128371","2021-10-30 18:13:25.000",1,"Math"
"128371","2021-10-30 19:33:48.000",0,"Math"
"128371","2021-10-30 19:44:19.000",1,"Math"
"128371","2021-10-30 20:21:33.000",1,"Math"
"128371","2021-10-30 21:02:05.000",1,"Math"
"128371","2021-10-30 21:15:46.000",1,"Math"
"128371","2021-10-30 21:29:25.000",0,"Math"
"128371","2021-10-30 22:22:04.000",0,"Math"
"128371","2021-10-30 22:54:47.000",1,"Math"
"128371","2021-10-30 22:56:39.000",1,"Math"
"128371","2021-10-31 00:13:10.000",0,"Math"
"128371","2021-10-31 00:42:55.000",1,"Math"
"128371","2021-10-31 01:19:38.000",1,"Math"
"128371","2021-10-31 02:01:10.000",1,"Math"
"128371","2021-10-31 02:46:11.000",1,"Math"
"128371","2021-10-31 03:59:17.000",1,"Math"
"128371","2021-10-31 04:26:11.000",0,"Math"
"128371","2021-10-31 04:27:21.000",0,"Math"
"128371","2021-10-31 05:08:04.000",0,"Math"
"128371","2021-10-31 08:03:09.000",1,"Math"
"128371","2021-10-31 08:39:29.000",1,"Math"
"128371","2021-10-31 09:41:25.000",1,"Math"
"128371","2021-10-31 10:03:19.000",0,"Math"
"128371","2021-10-31 10:05:54.000",1,"Math"
"128371","2021-10-31 11:07:14.000",1,"Math"
"128371","2021-10-31 12:58:43.000",1,"Math"
"138355","2021-10-30 14:10:57.000",1,"Vizualization"
"138355","2021-10-30 16:02:52.000",0,"Vizualization"
"138355","2021-10-30 19:10:32.000",1,"Vizualization"
"138355","2021-10-30 19:15:08.000",1,"Vizualization"
"138355","2021-10-30 20:35:05.000",1,"Vizualization"
"138355","2021-10-30 22:50:26.000",0,"Vizualization"
"138355","2021-10-30 23:56:15.000",0,"Vizualization"
"138355","2021-10-31 07:36:08.000",0,"Vizualization"
"138355","2021-10-31 11:41:17.000",0,"Vizualization"
"139814","2021-10-30 14:53:36.000",0,"Math"
"139814","2021-10-30 15:01:27.000",1,"Math"
"139814","2021-10-30 15:10:30.000",0,"Math"
"139814","2021-10-30 15:36:35.000",1,"Math"
"139814","2021-10-30 16:38:09.000",0,"Math"
"139814","2021-10-30 17:14:55.000",0,"Math"
"139814","2021-10-30 17:19:13.000",1,"Math"
"139814","2021-10-30 17:54:31.000",0,"Math"
"139814","2021-10-30 18:00:20.000",1,"Math"
"139814","2021-10-30 18:37:34.000",0,"Math"
"139814","2021-10-30 18:49:49.000",0,"Math"
"139814","2021-10-30 19:13:35.000",0,"Math"
"139814","2021-10-30 19:39:37.000",1,"Math"
"139814","2021-10-30 20:48:16.000",0,"Math"
"139814","2021-10-30 21:16:19.000",0,"Math"
"139814","2021-10-30 21:44:33.000",0,"Math"
"139814","2021-10-30 21:59:22.000",1,"Math"
"139814","2021-10-30 22:17:37.000",0,"Math"
"139814","2021-10-30 22:40:29.000",1,"Math"
"139814","2021-10-30 23:06:01.000",1,"Math"
"139814","2021-10-31 00:16:24.000",0,"Math"
"139814","2021-10-31 00:41:20.000",1,"Math"
"139814","2021-10-31 00:41:38.000",0,"Math"
"139814","2021-10-31 00:52:59.000",1,"Math"
"139814","2021-10-31 00:54:59.000",1,"Math"
"139814","2021-10-31 00:55:10.000",1,"Math"
"139814","2021-10-31 01:04:54.000",1,"Math"
"139814","2021-10-31 02:15:22.000",0,"Math"
"139814","2021-10-31 02:19:23.000",0,"Math"
"139814","2021-10-31 02:22:12.000",0,"Math"
"139814","2021-10-31 02:26:43.000",1,"Math"
"139814","2021-10-31 02:53:31.000",0,"Math"
"139814","2021-10-31 03:14:50.000",0,"Math"
"139814","2021-10-31 05:24:28.000",0,"Math"
"139814","2021-10-31 06:34:03.000",0,"Math"
"139814","2021-10-31 07:32:48.000",1,"Math"
"139814","2021-10-31 08:23:17.000",0,"Math"
"139814","2021-10-31 08:31:59.000",1,"Math"
"139814","2021-10-31 08:54:22.000",1,"Math"
"139814","2021-10-31 09:21:35.000",0,"Math"
"139814","2021-10-31 09:50:08.000",1,"Math"
"139814","2021-10-31 10:13:00.000",0,"Math"
"139814","2021-10-31 10:21:59.000",0,"Math"
"139814","2021-10-31 10:45:57.000",0,"Math"
"139814","2021-10-31 12:13:55.000",0,"Math"
"140120","2021-10-30 13:03:22.000",1,"Vizualization"
"140120","2021-10-30 13:33:49.000",0,"Vizualization"
"140120","2021-10-30 13:40:31.000",0,"Vizualization"
"140120","2021-10-30 13:59:43.000",1,"Statistics"
"140120","2021-10-30 14:07:44.000",0,"Statistics"
"140120","2021-10-30 14:11:57.000",1,"Statistics"
"140120","2021-10-30 14:14:39.000",1,"Vizualization"
"140120","2021-10-30 15:59:31.000",1,"Statistics"
"140120","2021-10-30 16:02:32.000",1,"Vizualization"
"140120","2021-10-30 16:07:37.000",0,"Statistics"
"140120","2021-10-30 18:06:05.000",1,"Statistics"
"140120","2021-10-30 18:39:55.000",0,"Statistics"
"140120","2021-10-30 18:49:55.000",0,"Statistics"
"140120","2021-10-30 19:09:00.000",0,"Statistics"
"140120","2021-10-30 19:09:19.000",0,"Vizualization"
"140120","2021-10-30 19:10:45.000",0,"Vizualization"
"140120","2021-10-30 19:32:26.000",1,"Vizualization"
"140120","2021-10-30 20:01:12.000",0,"Vizualization"
"140120","2021-10-30 20:03:43.000",0,"Vizualization"
"140120","2021-10-30 20:31:46.000",1,"Vizualization"
"140120","2021-10-30 20:57:14.000",0,"Statistics"
"140120","2021-10-30 21:17:11.000",1,"Statistics"
"140120","2021-10-30 21:59:37.000",1,"Vizualization"
"140120","2021-10-30 22:41:13.000",0,"Statistics"
"140120","2021-10-31 00:16:42.000",0,"Vizualization"
"140120","2021-10-31 00:20:10.000",0,"Vizualization"
"140120","2021-10-31 00:27:31.000",1,"Statistics"
"140120","2021-10-31 01:02:34.000",0,"Statistics"
"140120","2021-10-31 01:36:16.000",0,"Vizualization"
"140120","2021-10-31 02:41:40.000",1,"Vizualization"
"140120","2021-10-31 02:58:03.000",1,"Statistics"
"140120","2021-10-31 03:32:24.000",0,"Statistics"
"140120","2021-10-31 03:58:06.000",0,"Statistics"
"140120","2021-10-31 04:01:18.000",0,"Vizualization"
"140120","2021-10-31 04:10:02.000",0,"Statistics"
"140120","2021-10-31 04:13:14.000",1,"Vizualization"
"140120","2021-10-31 04:31:10.000",0,"Statistics"
"140120","2021-10-31 04:59:35.000",1,"Vizualization"
"140120","2021-10-31 05:04:22.000",0,"Vizualization"
"140120","2021-10-31 05:05:56.000",0,"Statistics"
"140120","2021-10-31 05:27:51.000",1,"Statistics"
"140120","2021-10-31 05:37:54.000",1,"Vizualization"
"140120","2021-10-31 06:07:13.000",0,"Vizualization"
"140120","2021-10-31 06:15:31.000",0,"Vizualization"
"140120","2021-10-31 06:27:39.000",1,"Vizualization"
